Symside,Report,Switch,Scope,Scope_Reason,Verdict,Reason,Groups,Source_Sheets,Declared_Quick,Read_Quick,Read_Wide,Read_Scalar,Read_Live_Crypto,Read_Live_Stock,Timeframe,TF_Param,Value,Moves_Reference,Delta_vs_BH,Reference_Delta_vs_BH,Marginal_Delta,Gain_Pct,Trades,TIM_Pct,Max_DD_Pct,Pool_Sharpe,Behavior_Fingerprint,Reference_Fingerprint,Valid,Invalid_Reason,Applied_Overrides_JSON
BTCUSDC_LONG,data/reports/BTCUSDC_LONG_CAUSAL_REPAIR_BATCH_1_SWITCH_TF_UNIQUENESS.csv,BAND_SLOPE_SIZING_V2_DEPTH_GAIN,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 1h,ENGINE_AUTO_WIRED|EXIT|QUICK_CONFIG|RECENT_5D|SIZING,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,True,False,True,True,False,3m,BASE_TF,0.5,False,46.55637978551033,46.55637978551033,0.0,1.9375901886106255,18,1.15,0.14534054355180745,0.46757059750882957,c82bba9931d6fa3294e2da1458fe09a5745e5b2b0225beba1106d5009990d4c1,c82bba9931d6fa3294e2da1458fe09a5745e5b2b0225beba1106d5009990d4c1,False,trades 18 < 30,"{""BAND_SLOPE_SIZING_V2_DEPTH_GAIN"":0.5,""BAND_SLOPE_SIZING_V2_ENABLED"":true,""BASE_TF"":""3m"",""COOLDOWN_BARS"":0,""MIN_HOLD_BARS"":0,""STRUCTURAL_EXIT_GATE_ENABLED"":false,""WT_TF_15M_ENABLED"":true}"
BTCUSDC_LONG,data/reports/BTCUSDC_LONG_CAUSAL_REPAIR_BATCH_1_SWITCH_TF_UNIQUENESS.csv,BAND_SLOPE_SIZING_V2_DEPTH_GAIN,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 1h,ENGINE_AUTO_WIRED|EXIT|QUICK_CONFIG|RECENT_5D|SIZING,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,True,False,True,True,False,3m,BASE_TF,0.75,True,46.591167500987716,46.55637978551033,0.03478771547738546,1.9723779040880136,18,1.15,0.1453597115331839,0.46757059750882957,a35d97595532de6de0a71cd770938cd30b0c87a37ce97095284fa97577db506d,c82bba9931d6fa3294e2da1458fe09a5745e5b2b0225beba1106d5009990d4c1,False,trades 18 < 30,"{""BAND_SLOPE_SIZING_V2_DEPTH_GAIN"":0.75,""BAND_SLOPE_SIZING_V2_ENABLED"":true,""BASE_TF"":""3m"",""COOLDOWN_BARS"":0,""MIN_HOLD_BARS"":0,""STRUCTURAL_EXIT_GATE_ENABLED"":false,""WT_TF_15M_ENABLED"":true}"
BTCUSDC_LONG,data/reports/BTCUSDC_LONG_CAUSAL_REPAIR_BATCH_1_SWITCH_TF_UNIQUENESS.csv,BAND_SLOPE_SIZING_V2_DEPTH_GAIN,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 1h,ENGINE_AUTO_WIRED|EXIT|QUICK_CONFIG|RECENT_5D|SIZING,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,True,False,True,True,False,3m,BASE_TF,1.0,True,46.56308993247283,46.55637978551033,0.0067101469624972765,1.944300335573128,18,1.15,0.1453788845710981,0.46757059750882957,43715453d89077f12670ec89901d71bcbd3986deabaab2d6cd6d6ce084c267c5,c82bba9931d6fa3294e2da1458fe09a5745e5b2b0225beba1106d5009990d4c1,False,trades 18 < 30,"{""BAND_SLOPE_SIZING_V2_DEPTH_GAIN"":1.0,""BAND_SLOPE_SIZING_V2_ENABLED"":true,""BASE_TF"":""3m"",""COOLDOWN_BARS"":0,""MIN_HOLD_BARS"":0,""STRUCTURAL_EXIT_GATE_ENABLED"":false,""WT_TF_15M_ENABLED"":true}"
BTCUSDC_LONG,data/reports/BTCUSDC_LONG_CAUSAL_REPAIR_BATCH_1_SWITCH_TF_UNIQUENESS.csv,BAND_SLOPE_SIZING_V2_DEPTH_GAIN,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 1h,ENGINE_AUTO_WIRED|EXIT|QUICK_CONFIG|RECENT_5D|SIZING,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,True,False,True,True,False,3m,BASE_TF,1.25,True,46.537512602680295,46.55637978551033,-0.018867182830035745,1.9187230057805897,18,1.15,0.14539806266755115,0.46757059750882946,49ffd495918b6c95c98ddd423be8029ab0ce39f58a0dfb5079d04f456eaad82e,c82bba9931d6fa3294e2da1458fe09a5745e5b2b0225beba1106d5009990d4c1,False,trades 18 < 30,"{""BAND_SLOPE_SIZING_V2_DEPTH_GAIN"":1.25,""BAND_SLOPE_SIZING_V2_ENABLED"":true,""BASE_TF"":""3m"",""COOLDOWN_BARS"":0,""MIN_HOLD_BARS"":0,""STRUCTURAL_EXIT_GATE_ENABLED"":false,""WT_TF_15M_ENABLED"":true}"
BTCUSDC_LONG,data/reports/BTCUSDC_LONG_CAUSAL_REPAIR_BATCH_1_SWITCH_TF_UNIQUENESS.csv,BAND_SLOPE_SIZING_V2_DEPTH_GAIN,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 1h,ENGINE_AUTO_WIRED|EXIT|QUICK_CONFIG|RECENT_5D|SIZING,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,True,False,True,True,False,3m,BASE_TF,1.5,True,46.511935272887754,46.55637978551033,-0.04444451262257587,1.8931456759880518,18,1.15,0.14541724582454532,0.46757059750882957,126857981c5203277be92610dcf595afe27544df6c4a61e8973b8822ac8f8047,c82bba9931d6fa3294e2da1458fe09a5745e5b2b0225beba1106d5009990d4c1,False,trades 18 < 30,"{""BAND_SLOPE_SIZING_V2_DEPTH_GAIN"":1.5,""BAND_SLOPE_SIZING_V2_ENABLED"":true,""BASE_TF"":""3m"",""COOLDOWN_BARS"":0,""MIN_HOLD_BARS"":0,""STRUCTURAL_EXIT_GATE_ENABLED"":false,""WT_TF_15M_ENABLED"":true}"
BTCUSDC_LONG,data/reports/BTCUSDC_LONG_CAUSAL_REPAIR_BATCH_1_SWITCH_TF_UNIQUENESS.csv,BAND_SLOPE_SIZING_V2_DEPTH_GAIN,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 1h,ENGINE_AUTO_WIRED|EXIT|QUICK_CONFIG|RECENT_5D|SIZING,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,True,False,True,True,False,15m,BASE_TF,0.5,False,48.03512227603676,48.03512227603676,0.0,3.4163326791370565,30,6.06,0.04557180743813851,0.6031007022948572,505406280aebf6b5e6cce818cf5dd4f569c9ae35fae23fbc6bfc682708f923c6,505406280aebf6b5e6cce818cf5dd4f569c9ae35fae23fbc6bfc682708f923c6,True,,"{""BAND_SLOPE_SIZING_V2_DEPTH_GAIN"":0.5,""BAND_SLOPE_SIZING_V2_ENABLED"":true,""BASE_TF"":""15m"",""COOLDOWN_BARS"":0,""MIN_HOLD_BARS"":0,""STRUCTURAL_EXIT_GATE_ENABLED"":false,""WT_TF_15M_ENABLED"":true}"
BTCUSDC_LONG,data/reports/BTCUSDC_LONG_CAUSAL_REPAIR_BATCH_1_SWITCH_TF_UNIQUENESS.csv,BAND_SLOPE_SIZING_V2_DEPTH_GAIN,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 1h,ENGINE_AUTO_WIRED|EXIT|QUICK_CONFIG|RECENT_5D|SIZING,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,True,False,True,True,False,15m,BASE_TF,0.75,True,48.04764523576042,48.03512227603676,0.012522959723661131,3.428855638860718,30,6.06,0.04411168739570222,0.6031007022948572,16187dd6b222eb554cb52f7292e0d47702b40630f13e3709d0fe749737243e15,505406280aebf6b5e6cce818cf5dd4f569c9ae35fae23fbc6bfc682708f923c6,True,,"{""BAND_SLOPE_SIZING_V2_DEPTH_GAIN"":0.75,""BAND_SLOPE_SIZING_V2_ENABLED"":true,""BASE_TF"":""15m"",""COOLDOWN_BARS"":0,""MIN_HOLD_BARS"":0,""STRUCTURAL_EXIT_GATE_ENABLED"":false,""WT_TF_15M_ENABLED"":true}"
BTCUSDC_LONG,data/reports/BTCUSDC_LONG_CAUSAL_REPAIR_BATCH_1_SWITCH_TF_UNIQUENESS.csv,BAND_SLOPE_SIZING_V2_DEPTH_GAIN,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 1h,ENGINE_AUTO_WIRED|EXIT|QUICK_CONFIG|RECENT_5D|SIZING,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,True,False,True,True,False,15m,BASE_TF,1.0,True,48.03098217016509,48.03512227603676,-0.00414010587167013,3.4121925732653886,30,6.06,0.0426515840700405,0.6031007022948572,559ce7857ae74995e9f36b1aab5bad5b187d4e4562ba809ce69811fc5243cc59,505406280aebf6b5e6cce818cf5dd4f569c9ae35fae23fbc6bfc682708f923c6,True,,"{""BAND_SLOPE_SIZING_V2_DEPTH_GAIN"":1.0,""BAND_SLOPE_SIZING_V2_ENABLED"":true,""BASE_TF"":""15m"",""COOLDOWN_BARS"":0,""MIN_HOLD_BARS"":0,""STRUCTURAL_EXIT_GATE_ENABLED"":false,""WT_TF_15M_ENABLED"":true}"
BTCUSDC_LONG,data/reports/BTCUSDC_LONG_CAUSAL_REPAIR_BATCH_1_SWITCH_TF_UNIQUENESS.csv,BAND_SLOPE_SIZING_V2_DEPTH_GAIN,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 1h,ENGINE_AUTO_WIRED|EXIT|QUICK_CONFIG|RECENT_5D|SIZING,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,True,False,True,True,False,15m,BASE_TF,1.25,True,48.00546573471519,48.03512227603676,-0.029656541321571694,3.3866761378154817,30,6.06,0.04119149746085329,0.6031007022948572,892aeffb753ccc6555c81dacc22ea28b2ecb106736e6735960bbb880c0a2effd,505406280aebf6b5e6cce818cf5dd4f569c9ae35fae23fbc6bfc682708f923c6,True,,"{""BAND_SLOPE_SIZING_V2_DEPTH_GAIN"":1.25,""BAND_SLOPE_SIZING_V2_ENABLED"":true,""BASE_TF"":""15m"",""COOLDOWN_BARS"":0,""MIN_HOLD_BARS"":0,""STRUCTURAL_EXIT_GATE_ENABLED"":false,""WT_TF_15M_ENABLED"":true}"
BTCUSDC_LONG,data/reports/BTCUSDC_LONG_CAUSAL_REPAIR_BATCH_1_SWITCH_TF_UNIQUENESS.csv,BAND_SLOPE_SIZING_V2_DEPTH_GAIN,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 1h,ENGINE_AUTO_WIRED|EXIT|QUICK_CONFIG|RECENT_5D|SIZING,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,True,False,True,True,False,15m,BASE_TF,1.5,True,47.979523933163506,48.03512227603676,-0.05559834287325316,3.3607343362638007,30,6.06,0.03973142756784051,0.6031007022948571,1a8dde6636eff94d5a07757667240fa8e918a37caca53c5bd6f4604a874bba4a,505406280aebf6b5e6cce818cf5dd4f569c9ae35fae23fbc6bfc682708f923c6,True,,"{""BAND_SLOPE_SIZING_V2_DEPTH_GAIN"":1.5,""BAND_SLOPE_SIZING_V2_ENABLED"":true,""BASE_TF"":""15m"",""COOLDOWN_BARS"":0,""MIN_HOLD_BARS"":0,""STRUCTURAL_EXIT_GATE_ENABLED"":false,""WT_TF_15M_ENABLED"":true}"
