switch_sheet,switch,switch_value,filter,filter_value,baseline_gain,new_gain,delta,baseline_trades,new_trades,delta_trades,window_days,symside,valid
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,True,ADX_RANGING_THRESHOLD,20,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,True,ADX_RANGING_THRESHOLD,25,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,True,ADX_RANGING_THRESHOLD,15,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,True,ADX_RANGING_THRESHOLD,10,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,True,ATR_TRAIL_FILTER_TF,OFF,-15.699009,-15.163161,0.535848,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,True,ATR_TRAIL_FILTER_TF,D,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,True,ATR_TRAIL_FILTER_TF,4h,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,True,ATR_TRAIL_FILTER_TF,1h,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,True,ATR_TRAIL_FILTER_TF,15m,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,True,BANDAID_OFF_LOSER_RECOVER_PCT,0,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,True,BANDAID_OFF_LOSER_RECOVER_PCT,2.0,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,True,BANDAID_OFF_LOSER_RECOVER_PCT,1.0,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,True,BANDAID_OFF_LOSER_RECOVER_PCT,0.5,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,True,BAND_ARROW_ENABLED,False,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,True,BAND_ARROW_ENABLED,True,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,True,BAR_PATTERNS_FILTER_TF,OFF,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,True,BAR_PATTERNS_FILTER_TF,D,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,True,BAR_PATTERNS_FILTER_TF,4h,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,True,BAR_PATTERNS_FILTER_TF,1h,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,True,BAR_PATTERNS_FILTER_TF,15m,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,False,ADX_RANGING_THRESHOLD,20,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,False,ADX_RANGING_THRESHOLD,25,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,False,ADX_RANGING_THRESHOLD,15,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,False,ADX_RANGING_THRESHOLD,10,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,False,ATR_TRAIL_FILTER_TF,OFF,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,False,ATR_TRAIL_FILTER_TF,D,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,False,ATR_TRAIL_FILTER_TF,4h,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,False,ATR_TRAIL_FILTER_TF,1h,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,False,ATR_TRAIL_FILTER_TF,15m,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,False,BANDAID_OFF_LOSER_RECOVER_PCT,0,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,False,BANDAID_OFF_LOSER_RECOVER_PCT,2.0,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,False,BANDAID_OFF_LOSER_RECOVER_PCT,1.0,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,False,BANDAID_OFF_LOSER_RECOVER_PCT,0.5,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,False,BAND_ARROW_ENABLED,False,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,False,BAND_ARROW_ENABLED,True,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,False,BAR_PATTERNS_FILTER_TF,OFF,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,False,BAR_PATTERNS_FILTER_TF,D,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,False,BAR_PATTERNS_FILTER_TF,4h,-15.699009,-15.163161,0.535848,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,False,BAR_PATTERNS_FILTER_TF,1h,-15.699009,-15.163161,0.535848,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,WT_15M_BOUNCE_OPEN_ENABLED,False,BAR_PATTERNS_FILTER_TF,15m,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_SQUEEZE_ENTRY_ENABLED,False,ADX_RANGING_THRESHOLD,20,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_SQUEEZE_ENTRY_ENABLED,False,ADX_RANGING_THRESHOLD,25,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_SQUEEZE_ENTRY_ENABLED,False,ADX_RANGING_THRESHOLD,15,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_SQUEEZE_ENTRY_ENABLED,False,ADX_RANGING_THRESHOLD,10,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_SQUEEZE_ENTRY_ENABLED,False,ATR_TRAIL_FILTER_TF,OFF,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_SQUEEZE_ENTRY_ENABLED,False,ATR_TRAIL_FILTER_TF,D,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_SQUEEZE_ENTRY_ENABLED,False,ATR_TRAIL_FILTER_TF,4h,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_SQUEEZE_ENTRY_ENABLED,False,ATR_TRAIL_FILTER_TF,1h,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_SQUEEZE_ENTRY_ENABLED,False,ATR_TRAIL_FILTER_TF,15m,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_SQUEEZE_ENTRY_ENABLED,False,BANDAID_OFF_LOSER_RECOVER_PCT,0,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_SQUEEZE_ENTRY_ENABLED,False,BANDAID_OFF_LOSER_RECOVER_PCT,2.0,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_SQUEEZE_ENTRY_ENABLED,False,BANDAID_OFF_LOSER_RECOVER_PCT,1.0,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_SQUEEZE_ENTRY_ENABLED,False,BANDAID_OFF_LOSER_RECOVER_PCT,0.5,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_SQUEEZE_ENTRY_ENABLED,False,BAND_ARROW_ENABLED,False,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_SQUEEZE_ENTRY_ENABLED,False,BAND_ARROW_ENABLED,True,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_SQUEEZE_ENTRY_ENABLED,False,BAR_PATTERNS_FILTER_TF,OFF,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_SQUEEZE_ENTRY_ENABLED,False,BAR_PATTERNS_FILTER_TF,D,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_SQUEEZE_ENTRY_ENABLED,False,BAR_PATTERNS_FILTER_TF,4h,-15.699009,-15.163161,0.535848,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_SQUEEZE_ENTRY_ENABLED,False,BAR_PATTERNS_FILTER_TF,1h,-15.699009,-15.163161,0.535848,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_SQUEEZE_ENTRY_ENABLED,False,BAR_PATTERNS_FILTER_TF,15m,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_PULLBACK_GATE_TF,15m,ADX_RANGING_THRESHOLD,20,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_PULLBACK_GATE_TF,15m,ADX_RANGING_THRESHOLD,25,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_PULLBACK_GATE_TF,15m,ADX_RANGING_THRESHOLD,15,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_PULLBACK_GATE_TF,15m,ADX_RANGING_THRESHOLD,10,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_PULLBACK_GATE_TF,15m,ATR_TRAIL_FILTER_TF,OFF,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_PULLBACK_GATE_TF,15m,ATR_TRAIL_FILTER_TF,D,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_PULLBACK_GATE_TF,15m,ATR_TRAIL_FILTER_TF,4h,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_PULLBACK_GATE_TF,15m,ATR_TRAIL_FILTER_TF,1h,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_PULLBACK_GATE_TF,15m,ATR_TRAIL_FILTER_TF,15m,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_PULLBACK_GATE_TF,15m,BANDAID_OFF_LOSER_RECOVER_PCT,0,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_PULLBACK_GATE_TF,15m,BANDAID_OFF_LOSER_RECOVER_PCT,2.0,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_PULLBACK_GATE_TF,15m,BANDAID_OFF_LOSER_RECOVER_PCT,1.0,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_PULLBACK_GATE_TF,15m,BANDAID_OFF_LOSER_RECOVER_PCT,0.5,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_PULLBACK_GATE_TF,15m,BAND_ARROW_ENABLED,False,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_PULLBACK_GATE_TF,15m,BAND_ARROW_ENABLED,True,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_PULLBACK_GATE_TF,15m,BAR_PATTERNS_FILTER_TF,OFF,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_PULLBACK_GATE_TF,15m,BAR_PATTERNS_FILTER_TF,D,-15.699009,-15.699009,0.000000,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_PULLBACK_GATE_TF,15m,BAR_PATTERNS_FILTER_TF,4h,-15.699009,-15.163161,0.535848,1,1,0,30,ZECUSDC_LONG,False
ENTRY_REVERSAL_BOUNCE,BB_PULLBACK_GATE_TF,15m,BAR_PATTERNS_FILTER_TF,1h,-15.699009,-15.163161,0.535848,1,1,0,30,ZECUSDC_LONG,False
